Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17
i need something in the east part of town that serves;thai;thai;;thai;;;;;;;;;;;;
im looking for a restaurant in any area;korean;korean;;;north;north;;;;;;;;;;
i would like to find a moderately priced restaurant and it should;indian;indian;;;south;south;;;;;;;;spicy;;
hi im looking for a place that serves scandinavian food;thai;thai;;thai;north;north;;;;;;;;spicy;;
moderately priced restaurant;;african;;;;;;;;;;;;spicy;;
yes good afternoon im looking for a restaurant in the north;korean;thai;;;;;;;;;;;;;;
im looking for a turkish restaurant;;;;;north;north;;;;;;;;;;
im looking for a cheap restaurant that serves swedish food;thai;thai;;thai;north;north;;;;;;;;;;
moderately priced vanessa restaurant;;african;;;;;;;;;;;;spicy;;
im looking for a cheap restaurant on the north side of town;thai;thai;;;;;;;;;;;;;;
i want a cheap restaurant in the north part of town;thai;thai;;;;;;;;;;;;;;
im looking a cheap restaurant;cuban;cuban;;;;west;;;;;;;;;;
romanian food;;;;;;;;;;;;;romantic;romantic;;
im looking for a moderate priced restaurant in the north part of town;korean;thai;;;;;;;;;;;;spicy;;
north;;korean;;;;;;;;;;;;;;
restaurant in south part of town serves;;swiss;;;;;;;;;;;;spicy;;
i need a restaurant that serves corsica food;thai;thai;;thai;;;;;;;;;;;;
yes an expensive restaurant serving african food;;;;;;west;;;;;;;;;;
im looking for cuban food;;;;;;;;;cheap;cheap;;;;;;
i am looking for an expensive restaurant in the east;korean;thai;;;;;;;;;;;;;;
cheap restaurant;thai;cuban;;;;west;;;;;;;;;;
expensive in the south;;thai;;;;;;;;;;;;spicy;;
i want to find;;indian;;;;west;;;;;;;;;;
im looking for a cheap restaurant in the east part of town;thai;thai;;;;;;;;;;;;;;
im looking for a cheap restaurant that serves christmas food;thai;thai;;thai;north;north;;;;;;;;;;
do you have an expensive restaurant;;catalan;;;;;;;;;;;;;;
looking for a cheap restaurant;cuban;cuban;;;north;north;;;;;;;;;;
can i get a cheap restaurant in the south part of town;thai;cuban;;;;;;;;;;;;spicy;;
looking for a restaurant in the east part of town;korean;thai;;;;;;;;;;;;;;
im looking for a cheap restaurant that serves austrian food;thai;thai;;thai;north;north;;;;;;;;;;
im looking for a restaurant in the south part of town serving;korean;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant in the east part of town;korean;thai;;;;;;;;;;;;;;
moderate price;;french;;;;;;;;;;;spicy;spicy;;spicy
im looking for a cheap restaurant in the north part of town;thai;thai;;;;;;;;;;;;;;
yea id like a restaurant in the west part of town thats;;;;;;;;;;cheap;;;;;;
cheap;thai;thai;;;;west;;;;;;;;;;
moderately priced restaurant in the north part of town;;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant;korean;korean;;;north;north;;;;;;;;;;
the south part of town;;thai;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant that serves tur;thai;thai;;thai;north;north;;;;;;;;spicy;;
im looking for a moderate priced restaurant in south part of;korean;korean;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant;korean;korean;;;north;north;;;;;;;;spicy;;
im looking for an expensive restaurant in the east part of town;korean;thai;;;;;;;;;;;;;;
a cheap restaurant in the east part of town;thai;thai;;;;;;;;;;;;;;
yes id like to find a cheap;cuban;cuban;;;;west;;;;;;;;;;
im looking for a cheap restaurant that serves chinese food;;;;;north;north;;;;;;;;children;;
im looking for a cheap restaurant in the south part of town;cuban;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant in the west part of town;korean;thai;;;;;;;;;;;;;;
i am looking for a moderately priced restaurant in the north;korean;thai;;;;;;;;;;;;spicy;;
im looking for an expensive restaurant serving kitalian food;;;;;;north;;;;;;;;;;
cheap;thai;thai;;;;east;;;;;;;;;;
uh yes can i find an expensive restaurant that serves italian food;;;;;;west;;;;;;;;;;
i would like to find a restaurant in the west part of town that serves;thai;thai;;thai;;;;;;;;;;;;
im looking for a restaurant in the;korean;thai;;;north;north;;;;;;;;;;
im looking for irish food in any price range;swiss;british;;;;north;;;;;;;spicy;spicy;;spicy
im looking for an expensive restaurant serving english food;korean;korean;;;;north;;;;;;;;;;
cheap restaurant on the east part of town;cuban;thai;;;;;;;;;;;;;;
im looking for a moderately priced restaurant and it should serve british;;;;;south;south;;;;;;;;spicy;;
i want a german restaurant in the west part of town;persian;thai;;;;;;;;;;;;;;
yes id like an expensive restaurant in the east part of town;;thai;;;;;;;;;;;;;;
north part of town;;korean;;;;;;;;;;;;;;
im looking for a moderately priced restaurant that serves;thai;thai;;thai;north;north;;;;;;;;spicy;;
i want a restaurant in the center of town;;thai;;;centre;west;centre;centre;;;;;;;;
im looking for a moderately priced restaurant in the;korean;thai;;;north;north;;;;;;;;spicy;;
im looking for a restaurant in any area that serves malaysian food;thai;thai;;thai;north;north;;;;;;;;;;
im looking for an expensive restaurant in the east part of town;korean;thai;;;;;;;;;;;;;;
hi i need a restaurant in any area;indian;thai;;;;;;;;;;;;;;
im looking for corsica food noise;swiss;swiss;;;north;north;;;;;;;;spicy;;
moderately priced spanish restaurant;;;;;;;;;;;;;;spicy;;
austrian food;;tuscan;;;;;;;;;;;;;;
i need a moderately priced restaurant in the west part of town;;thai;;;;;;;;;;;;spicy;;
expensive restaurant in the east part of town;;thai;;;;;;;;;;;;;;
looking for a cheap restaurant;thai;cuban;;;north;north;;;;;;;;;;
an expensive restaurant serving cantonese food;;persian;;;;;;;;;;;;;;
moderately priced;;african;;;;;;;;;;;;spicy;;
im looking for a cheap restaurant in the north part of town;thai;thai;;;;;;;;;;;;;;
im looking for a moderately priced restaurant in the south part of;korean;thai;;;;;;;;;;;;spicy;;
i want to find a restaurant in the east part of town that serves canapes foo;thai;thai;;thai;;;;;;cheap;;;;;;
can i have a moderately priced restaurant in the west part of town;;cuban;;;;;;;;;;;;spicy;;
a restaurant in the center that serves leban;thai;thai;lebanese;thai;;;;;;cheap;;;;;;
i would like to find a moderately priced restaurant and it should be in the east;indian;thai;;;;;;;;;;;;spicy;;
im looking for an expensive restaurant serving portuguese foo;;;;;;north;;;;;;;;;;
could i find an expensive restaurant that serves european food please;;;;;south;south;;east;;;;;;;;
hello;;;;;;east;;;;cheap;;;;;;
im looking for a restaurant in any area that servess;thai;thai;;thai;north;north;;;;;;;;;;
im looking for a restaurant in the west part of town that serves;thai;thai;;thai;;;;;;;;;;;;
moderately priced restaurant serving international food;;;;;;;;;;;;;;spicy;;
i am looking for a moderately priced restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant that serves thai food and i dont care about the price;;;;;south;south;;south;;;;;spicy;spicy;;spicy
moderate price restaurant;;french;;;;;;;;;;;spicy;spicy;;spicy
im looking for a cheap restaurant serving belgain food;cuban;cuban;;;north;north;;;;;;;;;;
im looking for a cheap restaurant;thai;thai;;;north;north;;;;;;;;;;
austrian food;;african;;;;;;;;;;;;;;
i dont care about the price range i need bask food;;thai;;;south;east;;south;;;;;spicy;spicy;;spicy
im looking for a moderately priced restaurant in the north;korean;thai;;;;;;;;;;;;spicy;;
english food;;spanish;;;;;;;;;;;;;;
im looking for an expensive restaurant in the south;korean;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant that serves expensive food or expensive;thai;thai;;thai;north;north;;;;;;;;;;
im looking for a moderately priced restaurant in the north part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant in the east part of town that serves c;thai;thai;;thai;;;;;;;;;;;;
im looking for a cheap jamaican restaurant;;;;;north;north;;;;;;;;;;
im looking for a cheap restaurant in the east part of town;cuban;thai;;;;;;;;;;;;;;
im looking for a restaurant moderately pri;korean;korean;;;north;north;;;;;;;;;;
i want a moderately priced restaurant in the east;;thai;;;;;;;;;;;;spicy;;
i want to find an expensive restaurant in the east part of town;indian;thai;;;;;;;;;;;;;;
cheap restaurant serving malaysian food;thai;cuban;;;;west;;;;;;;;;;
a moderately priced restaurant in the west part of town;;thai;;;;;;;;;;;;spicy;;
world food;;korean;;;north;north;;;;;;;;;;
yea im looking for an expensive;korean;korean;;;;east;;;;;;;;;;
south part of town;;swiss;;;;;;;;;;;;spicy;;
corsica food;;moroccan;;;;;;;;;;;;;;
restaurant in the center;;thai;;;;;;;;;;;;;;
im looking to find a moderately priced restaurant;indian;indian;;;;;;;;;;;;spicy;;
expensive restaurant serving caribbean food;;persian;;;;;;;;;;;;;;
cheap in the east part of town;thai;thai;;;;;;;;;;;;;;
im looking for a moderately priced restaurant that serves polish food;thai;thai;;thai;north;north;;;;;;;;spicy;;
cheap restaurant in the east part of town;thai;thai;;;;;;;;;;;;;;
im looking for an expensive restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
i want to find a moderately priced restaurant;indian;indian;;;;east;;;;;;;;spicy;;
cheap restaurant;cuban;cuban;;;;east;;;;;;;;;;
i want an expensive restaurant;;indian;;;;west;;;;;;;;;;
im looking for a restaurant that serves welsh food;thai;thai;;thai;;;;;;;;;;;;
moderately priced restaurant south part of town;;african;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant that serves;thai;thai;;thai;north;north;;;;;;;;spicy;;
im looking for a moderately priced restaurant that serves japanese;;;;;north;north;;;;;;;;spicy;;
could i have a moderately priced restaurant in the east part of town;;thai;;;;;;;;;;;;spicy;;
cheap restaurant welsh food;thai;thai;;;;;;;;;;;;;;
australian food center part of town;australasian;australasian;;;;;;;;;;;;;;
i need the address and phone number;;thai;;;;;;;;cheap;;;;;;
i want a cheap restaurant that serves italian food;;;;;;east;;;;;;;;;;
i want a cheap restaurant in the south part of town;thai;thai;;;;;;;;;;;;spicy;;
south;;swiss;;;;;;;;;;;;spicy;;
cheap restaurant;cuban;cuban;;;;east;;;;;;;;;;
im looking for a restaurant;korean;korean;;;north;north;;;;;;;;;;
hi im looking for a restaurant that serves spanish food;;;;;north;north;;;;;;;;spicy;;
hey im looking for a restaurant in the west part of town;korean;thai;;;;;;;;;;;;;;
looking for a restaurant;korean;korean;;;north;north;;;;;;;;;;
im looking for a moderately priced restaurant in the east part;korean;thai;;;;;;;;;;;;spicy;;
looking for a restaurant in the east part of town thats moderately priced;;;;;;;;;;;;;;spicy;;
yes can i have a moderate priced restaurant;tuscan;cuban;;;;west;;;;;;;;spicy;;
find me a moderately priced restaurant in;;african;;;;;;;;;;;;spicy;;
i want a restaurant that is cheap and;;;;;;west;;;;;;;;;;
im looking for an expensive restaurant in the east part of town;korean;thai;;;;;;;;;;;;;;
yes im looking for a restaurant in the north part of town;korean;thai;;;;;;;;;;;;;;
a cheap restaurant in the west part of town;cuban;thai;;;;;;;;;;;;;;
can you give me a restaurant in east part of town and;;cuban;;;;;;;;;;;;;;
i want a cheap restaurant in the north part of town;cuban;thai;;;;;;;;;;;;;;
im looking for a restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a moderately priced restaurant in the north;korean;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant in any area that;thai;thai;;thai;north;north;;;;;;;;;;
hello;;;;;;east;;;;cheap;;;;;;
hi;;thai;;;;;;;;;;;;;;
im looking for a restaurant in the north part of town thats;;;;;;;;;;cheap;;;;;;
im looking for a cheap restaurant in the south part of town;cuban;thai;;;;;;;;;;;;spicy;;
im looking for a moderately priced;korean;korean;;;north;north;;;;;;;;spicy;;
for a cheap restaurant in the east part of town;thai;thai;;;;;;;;;;;;;;
unusual food;;tuscan;;;;;;;;;;;;;;
could i have a restaurant in the center;;thai;;;;;;;;cheap;;;;;;
moderately priced restaurant in the west part of town;;thai;;;;;;;;;;;;spicy;;
looking for a restaurant in the north part of town serving bra;korean;thai;;;;;;;;;;;;;;
moderately priced restaurant in the west part of town;;thai;;;;;;;;;;;;spicy;;
uh cheap restaurant malaysian food;cuban;cuban;;;;east;;;;;;;;;;
im looking for a restaurant that serves unintelligible food;thai;thai;;thai;north;north;;;;;;;;;;
bistro food;;;;;;east;;;;;;;;;;
cheap restaurant east part of town;thai;cuban;;;;;;;;;;;;;;
im looking for an expensive restaurant that serves swiss food;;;;;west;west;;;;;;;spicy;spicy;;
im looking for a moderately priced restaurant that serves christmas food;thai;thai;;thai;north;north;;;;;;;;spicy;;
im looking for a moderately priced restaurant that serves;thai;thai;;thai;north;north;;;;;;;;spicy;;
im looking for a russian food;persian;fusion;;;north;north;;;;;;;;;;
im looking for a cheap restaurant in the west part of town;thai;thai;;;;;;;;;;;;;;
im looking for an expensive restaurant that serves european food;;;;;;north;;;;;;;;;;
im looking for a moderately priced in the south;korean;thai;;;;;;;;;;;;spicy;;
im looking for a cheap restaurant and it should serve polish food;thai;thai;;;south;south;;;;;;;;spicy;;
im looking for a restaurant in any area that serves;thai;thai;;thai;north;north;;;;;;;;;;
cantonese;;chinese;;;;;;;;;;;;;;
hi im looking for a restaurant that serves irish food;thai;thai;;thai;north;north;;;;;;;;spicy;;
can i get a;;cuban;;;;west;;;;cheap;;;;;;
im looking for an expensive restaurant in the south part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant in the east part of town;korean;thai;;;;;;;;;;;;;;
uh yes international food please;;;;;east;west;;east;;cheap;;;;;;
i would like;;;;;south;south;;;;;;;;;;
moderately priced restaurant;;african;;;;;;;;;;;;spicy;;
i am looking for a moderately priced restaurant that;thai;thai;;thai;north;north;;;;;;;;spicy;;
expensive restaurant south part of town;;swiss;;;;;;;;;;;;spicy;;
cheap restaurant in the west part of town;cuban;thai;;;;;;;;;;;;;;
moderately priced restaurant;;african;;;;;;;;;;;;spicy;;
moderately priced;;african;;;;;;;;;;;;spicy;;
moderate restaurant north part of town;;korean;;;;;;;;;;;;;;
i want a restaurant in the east part of town;;thai;;;;;;;;;;;;;;
i need an expensive restaurant;;persian;;;;;;;;;;;;;;
im looking for a expensive restaurant;korean;korean;;;north;north;;;;;;;;;;
looking for a restaurant in the east part of town;korean;thai;;;;;;;;;;;;;;
i need a restaurant in the center of town;;thai;;;;;;;;;;;;;;
i am looking for a moderately priced restaurant in the west part of town;korean;thai;;;;;;;;;;;;spicy;;
im looking for a restaurant in the south part of town with creative food;korean;thai;;;;;;;;;;;;spicy;;
for a moderately priced restaurant;korean;korean;;;north;north;;;;;;;;spicy;;
im looking for moderately priced restaurant;;african;;;;;;;;;;;;spicy;;
id like an expensive restaurant in the south part of town;;thai;;;;;;;;;;;;spicy;;
moderately priced;;african;;;;;;;;;;;;spicy;;
moderately priced restaurant;;african;;;;;;;;;;;;spicy;;
im looking for a restaurant in the west part of town that serves;thai;thai;;thai;;;;;;;;;;;;
i need moderately priced restaurant that serves spanish;;;;;;;;;;;;;;spicy;;
im looking for an expensive restaurant in the south;korean;thai;;;;;;;;;;;;spicy;;
vegetarian food in the east part of town;;thai;;;;;;;;;;;;;;
moderately priced restaurant;;african;;;;;;;;;;;;spicy;;
im looking for a restaurant serving polish food;spanish;spanish;;;north;north;;;;;;;;;;
im looking for korean food;;;;;;north;;;;cheap;;;;;;
moderately priced serving european food;;;;;;;;;;;;;;spicy;;
im looking for a cheap restaurant in the north;thai;thai;;;;;;;;;;;;;;
i need a moderately priced restaurant in the north part;;thai;;;;;;;;;;;;spicy;;
welsh food in the north part of town;;thai;;;;;;;;;;;;;;
moderately priced;;african;;;;;;;;;;;;spicy;;
im looking for a moderately prices restaurant;korean;korean;;;north;north;;;;;;;;spicy;;
