Column1;Column2;Column3;Column4;Column5;Column6;Column7
im looking for irish food 3n any 6rice range;Do you want a restaurant with british cuisine with this additional requirement: spicy.;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
2estaurant in the center serving 3urkish food;Do you want a restaurant with turkish cuisine in the centre part of town .;Do you want a restaurant with turkish cuisine in the centre part of town .;Do you want a restaurant with turkish cuisine in the centre part of town .;;FALSE;TRUE
could i have a moderately priced restaurant that serves 4hai food please;Do you want a restaurant with thai cuisine in the south part of town at a moderate price range .;Do you want a restaurant at a moderate price range .;Do you want a restaurant with thai cuisine in the east part of town at a moderate price range .;;TRUE;TRUE
i `ant to rind a 2heap restaurant;Do you want a restaurant with thai cuisine at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;TRUE
im looking for q restaurant in the 1ast part of town that serves spanish food;Do you want a restaurant with spanish cuisine in the east part of town .;Do you want a restaurant with spanish cuisine .;Do you want a restaurant with spanish cuisine in the east part of town .;;FALSE;TRUE
lets `ee im looking for a restaurant in the north part of 4own that serves 3ietnamese food;Do you want a restaurant with thai cuisine in the north part of town .;Do you want a restaurant with vietnamese cuisine in the north part of town .;Do you want a restaurant with thai cuisine in the north part of town .;;FALSE;TRUE
im looking for a 2heap restaurant in the south part of town;Do you want a restaurant with thai cuisine in the south part of town at a cheap price range .;Do you want a restaurant in the south part of town at a cheap price range .;Do you want a restaurant in the south part of town at a cheap price range .;;FALSE;TRUE
im looking 1or a cheap restaurant in the west part of town;Do you want a restaurant with cuban cuisine in the west part of town at a cheap price range .;Do you want a restaurant in the west part of town at a cheap price range .;Do you want a restaurant in the west part of town at a cheap price range .;;FALSE;TRUE
im looking ror a moderately priced restaurant 7n the west part of town;Do you want a restaurant with korean cuisine in the west part of town at a moderate price range .;Do you want a restaurant in the west part of town at a moderate price range .;Do you want a restaurant in the west part of town at a moderate price range .;;FALSE;TRUE
ror an `xpensive restaurant in the east part of town;Do you want a restaurant with korean cuisine in the east part of town at a expensive price range .;Do you want a restaurant in the east part of town at a expensive price range .;Do you want a restaurant in the east part of town at a expensive price range .;;FALSE;TRUE
6apanese;Do you want a restaurant with japanese cuisine .;Do you want a restaurant with japanese cuisine .;Do you want a restaurant with japanese cuisine .;;FALSE;TRUE
im looking for a cheap restaurant;Do you want a restaurant with thai cuisine in the north part of town at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;FALSE
im looking `or a restaurant in the south part of town with creative food;Do you want a restaurant with korean cuisine in the south part of town .;Do you want a restaurant in the south part of town .;Do you want a restaurant in the south part of town .;;FALSE;TRUE
im looking for a restaurant in the south part of town it should `erve kosher food;Do you want a restaurant with korean cuisine in the south part of town .;Do you want a restaurant in the south part of town .;Do you want a restaurant in the south part of town .;;FALSE;TRUE
im looking for a restaurant 6n the center;Do you want a restaurant with korean cuisine in the centre part of town .;Do you want a restaurant in the centre part of town .;Do you want a restaurant in the centre part of town .;;FALSE;TRUE
yes id like 4o 1ind a cheap;Do you want a restaurant with cuban cuisine at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant at a cheap price range .;;FALSE;TRUE
im 5ooking for restaurant in the south part of town that serves english 1ood;Do you want a restaurant with thai cuisine in the south part of town .;Do you want a restaurant in the south part of town .;Do you want a restaurant with thai cuisine in the south part of town .;;FALSE;TRUE
im oooking for a moderately priced restaurant 4hat serves bistro;Do you want a restaurant with bistro cuisine in the north part of town at a moderate price range .;Do you want a restaurant with bistro cuisine at a moderate price range .;Do you want a restaurant with bistro cuisine at a moderate price range .;;FALSE;TRUE
im looking for a cheap `estaurant in 2he north part of 4own;Do you want a restaurant with cuban cuisine in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;Do you want a restaurant in the north part of town at a cheap price range .;;FALSE;TRUE
looking for a `estaurant in the east part of 2own;Do you want a restaurant with korean cuisine in the east part of town .;Do you want a restaurant in the east part of town .;Do you want a restaurant in the east part of town .;;FALSE;TRUE
im looking for a moderately priced restaurant in the east 7art 5f;Do you want a restaurant with korean cuisine in the east part of town at a moderate price range .;Do you want a restaurant in the east part of town at a moderate price range .;Do you want a restaurant in the east part of town at a moderate price range .;;FALSE;TRUE
sea `ood;Do you want a restaurant with seafood cuisine .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;TRUE
i need a uoderately priced restaurant 7n the south part of town;Do you want a restaurant in the south part of town at a moderate price range .;Do you want a restaurant in the south part of town .;Do you want a restaurant in the south part of town at a moderate price range .;;FALSE;TRUE
3ortuguese food;Do you want a restaurant with portuguese cuisine .;Do you want a restaurant with portuguese cuisine .;Do you want a restaurant with portuguese cuisine .;;FALSE;TRUE
yeah im looking for a restaurant serving kosher rood;Do you want a restaurant with korean cuisine in the north part of town .;Do you want a restaurant .;Do you want a restaurant .;;FALSE;FALSE
im looking for a cheap 2estaurant in the `est part of town;Do you want a restaurant with cuban cuisine in the west part of town at a cheap price range .;Do you want a restaurant at a cheap price range .;Do you want a restaurant in the west part of town at a cheap price range .;;TRUE;TRUE
moderately priced serving 2astro pub;Do you want a restaurant with bistro cuisine in the east part of town at a moderate price range .;Do you want a restaurant with gastropub cuisine at a moderate price range .;Do you want a restaurant with gastropub cuisine in the east part of town at a moderate price range .;;TRUE;TRUE
